Running on: DataSet/Late/comp10.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c1001: Timeslot=19, Room=G
c1022: Timeslot=10, Room=G
c0103: Timeslot=11, Room=37
c1053: Timeslot=5, Room=A
c0106: Timeslot=20, Room=51
c0108: Timeslot=13, Room=A
c0110: Timeslot=7, Room=25
c0113: Timeslot=20, Room=25
c0115: Timeslot=7, Room=38
c0118: Timeslot=11, Room=A
c0119: Timeslot=18, Room=25
c0127: Timeslot=2, Room=A
c0129: Timeslot=17, Room=36
c0131: Timeslot=9, Room=31
c0132: Timeslot=0, Room=37
c0133: Timeslot=21, Room=B
c015a: Timeslot=19, Room=27
c0152: Timeslot=10, Room=L
c0153: Timeslot=19, Room=51
c0019: Timeslot=8, Room=G
c0191: Timeslot=3, Room=37
c0193: Timeslot=7, Room=52
c0195: Timeslot=5, Room=N
c0020: Timeslot=19, Room=DS2
c0201: Timeslot=2, Room=36
c0203: Timeslot=8, Room=DS1
c0206: Timeslot=22, Room=D
c0211: Timeslot=0, Room=38
c0213: Timeslot=16, Room=B
c0217: Timeslot=0, Room=52
c0219: Timeslot=10, Room=50
c0221: Timeslot=22, Room=DS1
c0225: Timeslot=13, Room=D
c0023: Timeslot=5, Room=F
c0230: Timeslot=4, Room=50
c0232: Timeslot=3, Room=DS1
c0238: Timeslot=11, Room=G
c0024: Timeslot=23, Room=25
c0252: Timeslot=6, Room=G
c0253: Timeslot=17, Room=25
c0257: Timeslot=7, Room=B
c0279: Timeslot=20, Room=50
c0411: Timeslot=24, Room=27
c0412: Timeslot=20, Room=F
c0418: Timeslot=1, Room=B
c0423: Timeslot=18, Room=38
c0428: Timeslot=6, Room=51
c0430: Timeslot=16, Room=25
c0432: Timeslot=21, Room=N
c0044: Timeslot=14, Room=F
c0443: Timeslot=8, Room=D
c0444: Timeslot=24, Room=D
c0449: Timeslot=11, Room=50
c0455: Timeslot=21, Room=51
c0464: Timeslot=24, Room=52
c0467: Timeslot=16, Room=DS1
c0047: Timeslot=22, Room=51
c0478: Timeslot=8, Room=F
c0479: Timeslot=18, Room=L
c0487: Timeslot=22, Room=L
c0049: Timeslot=19, Room=37
c0497: Timeslot=6, Room=A
c0503: Timeslot=15, Room=52
c0504: Timeslot=11, Room=51
c0512: Timeslot=0, Room=36
c0515: Timeslot=2, Room=37
c0520: Timeslot=20, Room=36
c0526: Timeslot=6, Room=36
c0530: Timeslot=24, Room=DS2
c0532: Timeslot=5, Room=G
c0534: Timeslot=14, Room=52
c0535: Timeslot=21, Room=50
c0537: Timeslot=18, Room=G
c0538: Timeslot=8, Room=L
c0539: Timeslot=24, Room=L
c0554: Timeslot=13, Room=50
c0056: Timeslot=2, Room=D
c0058: Timeslot=22, Room=25
c0602: Timeslot=13, Room=51
c0061: Timeslot=16, Room=36
c0062: Timeslot=23, Room=36
c0069: Timeslot=5, Room=51
c0007: Timeslot=9, Room=F
c0072: Timeslot=18, Room=D
c0723: Timeslot=14, Room=25
c0730: Timeslot=9, Room=A
c0737: Timeslot=7, Room=27
c0074: Timeslot=-1, Room=None
c0742: Timeslot=5, Room=D
c0746: Timeslot=20, Room=27
c0076: Timeslot=23, Room=52
c0785: Timeslot=8, Room=A
c0789: Timeslot=18, Room=B
c0794: Timeslot=7, Room=N
c0795: Timeslot=15, Room=A
c0804: Timeslot=16, Room=N
c0807: Timeslot=17, Room=G
c0808: Timeslot=16, Room=G
c0812: Timeslot=1, Room=38
c0822: Timeslot=15, Room=F
c0835: Timeslot=9, Room=37
c088a: Timeslot=14, Room=G
c088b: Timeslot=4, Room=27
c0897: Timeslot=2, Room=B
c0009: Timeslot=0, Room=L
c0932: Timeslot=22, Room=DS2
c0936: Timeslot=9, Room=51
c0095: Timeslot=10, Room=B
c0955: Timeslot=10, Room=51
c0963: Timeslot=23, Room=27
c0883: Timeslot=12, Room=DS1
c0975: Timeslot=15, Room=37
c0980: Timeslot=23, Room=L
c0983: Timeslot=14, Room=38
c0998: Timeslot=15, Room=36

Total Run Time: 0.087 seconds
