Running on: DataSet/Late/comp12.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
AntCul: Timeslot=23, Room=O
ArcClaCS: Timeslot=23, Room=10
ArcCla1: Timeslot=17, Room=C1
ArcCla2: Timeslot=7, Room=DTM
ArcCriMed: Timeslot=9, Room=L
ArcVicOriAnt: Timeslot=21, Room=14
ArcStoArtMus: Timeslot=24, Room=10
ArcMedCS: Timeslot=20, Room=DTM
Archiv: Timeslot=8, Room=L
ArchivCS: Timeslot=17, Room=L
BioarcCS: Timeslot=3, Room=VL
Cartog: Timeslot=12, Room=L
ChiResCS: Timeslot=14, Room=O
Codico: Timeslot=10, Room=DTM
CodicoCS: Timeslot=1, Room=10
EcoAzi: Timeslot=23, Room=H
EleInfSciCatBenCulM2: Timeslot=30, Room=14
EleInfSciCatBenCulM3: Timeslot=15, Room=14
EpiLat: Timeslot=0, Room=15
Esteti: Timeslot=18, Room=14
EtrAntIta: Timeslot=15, Room=VL
FilCla2: Timeslot=20, Room=O
FilTeo: Timeslot=19, Room=14
FonSoc: Timeslot=29, Room=VL
GeoTur: Timeslot=2, Room=10
Geo1: Timeslot=11, Room=O
Glotto: Timeslot=10, Room=L
InfDoc: Timeslot=28, Room=L
ItaScr: Timeslot=14, Room=VL
LabScr: Timeslot=16, Room=M
LegBenCul2: Timeslot=15, Room=HTM
LetCriAnt: Timeslot=2, Room=DTM
LinLetGre1: Timeslot=1, Room=VL
LinLetLatCS: Timeslot=5, Room=14
LinLetLat2: Timeslot=10, Room=C1
LinGreA: Timeslot=-1, Room=None
LinLatA: Timeslot=7, Room=15
LinLatB: Timeslot=17, Room=O
LinGen: Timeslot=19, Room=O
LinIta: Timeslot=18, Room=VL
LogFilMat: Timeslot=24, Room=VL
MatTecAppArcM3: Timeslot=17, Room=15
MatCarCosResEdiSto: Timeslot=9, Room=M
MetRicStoArt: Timeslot=6, Room=L
NumismCS: Timeslot=27, Room=HTM
OrientCS: Timeslot=16, Room=10
Paleoa: Timeslot=13, Room=VL
PalLat: Timeslot=4, Room=DTM
PapiroCS: Timeslot=8, Room=HTM
ProMedCS: Timeslot=13, Room=15
PsiTur: Timeslot=27, Room=VL
SocArt: Timeslot=10, Room=O
Sociol1: Timeslot=26, Room=DTM
StoConCS: Timeslot=26, Room=O
StoAntStaItaCS: Timeslot=14, Room=10
StoColIstMus: Timeslot=13, Room=O
StoDisGra: Timeslot=13, Room=H
StoFriCS: Timeslot=24, Room=M
StoLibSta: Timeslot=4, Room=14
StoLibStaCSM1: Timeslot=24, Room=DTM
StoLibStaCSM2: Timeslot=21, Room=VL
StoRes: Timeslot=4, Room=10
StoArc: Timeslot=18, Room=L
StoArcCon: Timeslot=25, Room=VL
StoArcMed: Timeslot=7, Room=HTM
StoArt: Timeslot=22, Room=VL
StoCriArt: Timeslot=9, Room=C1
StoFilCS: Timeslot=11, Room=L
StoFilMedCS: Timeslot=26, Room=M
StoLinItaCS: Timeslot=22, Room=O
StoMus: Timeslot=27, Room=O
StoProArtCulMatMed: Timeslot=19, Room=15
StoArtCon2CS: Timeslot=27, Room=10
StoArtMod2CS: Timeslot=23, Room=DTM
StoBib: Timeslot=9, Room=15
StoTecArtM12: Timeslot=29, Room=H
StoTecArtM3: Timeslot=12, Room=15
StoTecArtCS: Timeslot=4, Room=O
StoCriCin: Timeslot=31, Room=O
StoTecFot: Timeslot=4, Room=VL
StoGre: Timeslot=13, Room=HTM
StoMed2: Timeslot=8, Room=10
StoModCS: Timeslot=0, Room=10
StoMod2: Timeslot=26, Room=C1
StoRom: Timeslot=13, Room=C1
StoRomCS: Timeslot=18, Room=15
TedUma: Timeslot=24, Room=15
TopRilMonAnt: Timeslot=21, Room=15

Total Run Time: 0.056 seconds
