Running on: DataSet/Early/comp05.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
LinTed1: Timeslot=24, Room=B
AlfInf: Timeslot=24, Room=15
LetIta1: Timeslot=8, Room=B
FilTesItaCS: Timeslot=28, Room=C1
LinGreA: Timeslot=10, Room=B
LinLatA: Timeslot=4, Room=15
LinLetGre1: Timeslot=18, Room=14
LinLetLat1: Timeslot=8, Room=C1
LetCriAnt: Timeslot=21, Room=10
Papiro: Timeslot=27, Room=14
EpiGre: Timeslot=14, Room=C1
StoMod1: Timeslot=6, Room=14
StoCon: Timeslot=8, Room=10
Geo2: Timeslot=25, Room=M
AntCul1: Timeslot=16, Room=M
StoFil1: Timeslot=24, Room=10
StoCriChi: Timeslot=7, Room=B
StoSci: Timeslot=22, Room=M
MetRicArc: Timeslot=17, Room=14
ArcCla1: Timeslot=23, Room=O
LinLatB: Timeslot=8, Room=A
Numism: Timeslot=4, Room=10
PrePro: Timeslot=22, Room=A
StoVicOriAnt: Timeslot=26, Room=15
ArcEge: Timeslot=26, Room=A
FilSem: Timeslot=16, Room=14
LegBenCul1: Timeslot=1, Room=14
Bibeco: Timeslot=17, Room=O
ConBenArcLib: Timeslot=24, Room=A
ResBenArcLib: Timeslot=26, Room=10
InfArcBib: Timeslot=29, Room=O
TeoTecCatCla: Timeslot=5, Room=M
StoArtMed1: Timeslot=31, Room=14
IcoIcoA: Timeslot=14, Room=M
IcoIcoB: Timeslot=30, Room=C1
StoArtMod1: Timeslot=7, Room=14
MetRicStoArt: Timeslot=11, Room=O
StoArtLatAmeA: Timeslot=2, Room=O
StoArtCon1: Timeslot=16, Room=O
PsiArt: Timeslot=20, Room=L
ArcPae: Timeslot=12, Room=L
LetIta4CS: Timeslot=15, Room=O
StoGreCS: Timeslot=0, Room=B
StoMedCS: Timeslot=19, Room=15
BioArcCS: Timeslot=5, Room=10
Antrop: Timeslot=7, Room=L
LegBenCul2: Timeslot=9, Room=A
StoArtMed2CS: Timeslot=24, Room=O
ChiAppBenCul: Timeslot=3, Room=M
StoArc: Timeslot=2, Room=L
StoArt: Timeslot=6, Room=B
FonSocAntCulI: Timeslot=25, Room=15
Bibgra: Timeslot=5, Room=14
BibgraCS: Timeslot=4, Room=L

Total Run Time: 0.034 seconds
