Running on: DataSet/Early/comp06.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0006: Timeslot=3, Room=27
c0011: Timeslot=24, Room=51
c0018: Timeslot=18, Room=F
c0026: Timeslot=14, Room=DS1
c0027: Timeslot=23, Room=B
c0046: Timeslot=3, Room=25
c0050: Timeslot=1, Room=27
c0051: Timeslot=16, Room=A
c0059: Timeslot=6, Room=DS1
c0064: Timeslot=6, Room=N
c0073: Timeslot=7, Room=52
c0080: Timeslot=22, Room=37
c0085: Timeslot=14, Room=31
c0091: Timeslot=16, Room=38
c0097: Timeslot=12, Room=A
c0099: Timeslot=20, Room=50
c0101: Timeslot=6, Room=D
c0105: Timeslot=13, Room=50
c0109: Timeslot=2, Room=L
c0128: Timeslot=10, Room=L
c0137: Timeslot=15, Room=DS2
c0142: Timeslot=17, Room=DS1
c0143: Timeslot=10, Room=D
c0154: Timeslot=11, Room=27
c0180: Timeslot=18, Room=31
c0184: Timeslot=12, Room=51
c0185: Timeslot=16, Room=27
c0600: Timeslot=9, Room=N
c0718: Timeslot=24, Room=F
c0724: Timeslot=4, Room=51
c0793: Timeslot=0, Room=50
c0803: Timeslot=5, Room=37
c0806: Timeslot=16, Room=36
c0816: Timeslot=9, Room=36
c0820: Timeslot=11, Room=25
c0821: Timeslot=15, Room=B
c0823: Timeslot=20, Room=25
c0824: Timeslot=16, Room=31
c0826: Timeslot=20, Room=N
c0189: Timeslot=17, Room=G
c0199: Timeslot=3, Room=D
c0200: Timeslot=3, Room=50
c0202: Timeslot=13, Room=D
c0212: Timeslot=3, Room=52
c0216: Timeslot=5, Room=N
c0220: Timeslot=4, Room=A
c0228: Timeslot=7, Room=G
c0231: Timeslot=16, Room=52
c0243: Timeslot=14, Room=37
c0247: Timeslot=19, Room=31
c0261: Timeslot=2, Room=A
c0281: Timeslot=7, Room=50
c0417: Timeslot=19, Room=36
c0422: Timeslot=23, Room=D
c0427: Timeslot=7, Room=B
c0429: Timeslot=18, Room=G
c0433: Timeslot=7, Room=N
c0439: Timeslot=13, Room=51
c0440: Timeslot=18, Room=52
c0442: Timeslot=17, Room=L
c0446: Timeslot=13, Room=37
c1009: Timeslot=18, Room=37
c1013: Timeslot=14, Room=52
c1020: Timeslot=6, Room=G
c1023: Timeslot=13, Room=DS2
c1027: Timeslot=20, Room=36
c1028: Timeslot=13, Room=36
c1031: Timeslot=12, Room=27
c1032: Timeslot=13, Room=DS1
c1033: Timeslot=0, Room=51
c1034: Timeslot=8, Room=G
c1042: Timeslot=20, Room=52
c0450: Timeslot=15, Room=G
c0452: Timeslot=19, Room=27
c0462: Timeslot=8, Room=D
c0463: Timeslot=3, Room=B
c0474: Timeslot=7, Room=36
c0484: Timeslot=11, Room=38
c0489: Timeslot=23, Room=DS1
c0495: Timeslot=2, Room=52
c0513: Timeslot=4, Room=25
c0516: Timeslot=15, Room=51
c0519: Timeslot=8, Room=52
c0521: Timeslot=16, Room=D
c0524: Timeslot=17, Room=27
c0533: Timeslot=3, Room=L
c0536: Timeslot=17, Room=F
c0830: Timeslot=22, Room=F
c0836: Timeslot=12, Room=38
c0840: Timeslot=18, Room=A
c0846: Timeslot=23, Room=52
c0852: Timeslot=7, Room=27
c0855: Timeslot=3, Room=G
c0881: Timeslot=14, Room=DS2
c0896: Timeslot=16, Room=F
c0898: Timeslot=18, Room=N
c0935: Timeslot=0, Room=A
c0949: Timeslot=8, Room=L
c0951: Timeslot=3, Room=37
c0957: Timeslot=11, Room=A
c0959: Timeslot=6, Room=L
c0961: Timeslot=5, Room=36
c0965: Timeslot=20, Room=A
c1057: Timeslot=20, Room=D
c1058: Timeslot=16, Room=25
c1067: Timeslot=8, Room=31
c1068: Timeslot=10, Room=31
c1089: Timeslot=0, Room=37

Total Run Time: 0.254 seconds
