Running on: DataSet/Early/comp07.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0007: Timeslot=22, Room=F
c0009: Timeslot=12, Room=37
c0015: Timeslot=1, Room=F
c0019: Timeslot=13, Room=DS2
c0020: Timeslot=17, Room=27
c0023: Timeslot=15, Room=52
c0024: Timeslot=14, Room=Er2
c0044: Timeslot=6, Room=37
c0047: Timeslot=19, Room=52
c0049: Timeslot=7, Room=37
c0053: Timeslot=19, Room=34
c0056: Timeslot=10, Room=DS2
c0058: Timeslot=4, Room=Er2
c0061: Timeslot=18, Room=DS2
c0062: Timeslot=14, Room=37
c0069: Timeslot=12, Room=L
c0072: Timeslot=19, Room=38
c0074: Timeslot=8, Room=G
c0088: Timeslot=9, Room=51
c0095: Timeslot=0, Room=DS2
c0103: Timeslot=6, Room=B
c0106: Timeslot=21, Room=51
c0108: Timeslot=2, Room=DS1
c0110: Timeslot=9, Room=G
c0113: Timeslot=18, Room=B
c0115: Timeslot=24, Room=Er1
c0118: Timeslot=19, Room=Er1
c0127: Timeslot=15, Room=A
c0129: Timeslot=21, Room=25
c0131: Timeslot=2, Room=37
c0132: Timeslot=16, Room=27
c0133: Timeslot=15, Room=N
c0152: Timeslot=18, Room=34
c0153: Timeslot=24, Room=38
c0162: Timeslot=21, Room=F
c0178: Timeslot=15, Room=37
c0191: Timeslot=6, Room=52
c0193: Timeslot=3, Room=37
c0195: Timeslot=5, Room=25
c0201: Timeslot=0, Room=DS1
c0203: Timeslot=5, Room=Er1
c0206: Timeslot=19, Room=B
c0211: Timeslot=15, Room=50
c0213: Timeslot=17, Room=52
c0217: Timeslot=14, Room=38
c0219: Timeslot=14, Room=DS1
c0221: Timeslot=2, Room=52
c0225: Timeslot=8, Room=52
c0230: Timeslot=6, Room=DS2
c0232: Timeslot=18, Room=Er1
c0238: Timeslot=1, Room=34
c0252: Timeslot=6, Room=27
c0253: Timeslot=9, Room=A
c0257: Timeslot=18, Room=F
c0279: Timeslot=23, Room=DS2
c0411: Timeslot=10, Room=51
c0412: Timeslot=6, Room=36
c0423: Timeslot=17, Room=F
c0428: Timeslot=15, Room=DS1
c0430: Timeslot=20, Room=G
c0432: Timeslot=1, Room=Er1
c0443: Timeslot=0, Room=A
c0444: Timeslot=3, Room=50
c0449: Timeslot=3, Room=F
c0455: Timeslot=16, Room=37
c0464: Timeslot=8, Room=34
c0467: Timeslot=10, Room=37
c0478: Timeslot=13, Room=27
c0479: Timeslot=6, Room=D
c0487: Timeslot=11, Room=DS1
c0489: Timeslot=21, Room=DS2
c0496: Timeslot=21, Room=N
c0497: Timeslot=10, Room=Er2
c0503: Timeslot=6, Room=38
c0504: Timeslot=17, Room=A
c0512: Timeslot=20, Room=34
c0515: Timeslot=5, Room=34
c0520: Timeslot=23, Room=A
c0526: Timeslot=15, Room=F
c0530: Timeslot=18, Room=N
c0532: Timeslot=24, Room=G
c0534: Timeslot=24, Room=A
c0535: Timeslot=24, Room=52
c0537: Timeslot=0, Room=Er1
c0538: Timeslot=3, Room=B
c0539: Timeslot=4, Room=37
c0554: Timeslot=13, Room=38
c0602: Timeslot=12, Room=50
c0722: Timeslot=21, Room=37
c0723: Timeslot=21, Room=DS1
c0725: Timeslot=9, Room=F
c0730: Timeslot=19, Room=L
c0737: Timeslot=16, Room=G
c0742: Timeslot=13, Room=L
c0746: Timeslot=16, Room=N
c0789: Timeslot=9, Room=25
c0794: Timeslot=23, Room=DS1
c0795: Timeslot=3, Room=DS2
c0804: Timeslot=21, Room=50
c0807: Timeslot=11, Room=DS2
c0808: Timeslot=9, Room=50
c0812: Timeslot=20, Room=DS1
c0813: Timeslot=0, Room=34
c0822: Timeslot=7, Room=DS1
c0835: Timeslot=19, Room=D
c0847: Timeslot=11, Room=D
c0849: Timeslot=1, Room=38
c0860: Timeslot=13, Room=F
c0862: Timeslot=19, Room=36
c0883: Timeslot=12, Room=27
c0897: Timeslot=3, Room=36
c1005: Timeslot=11, Room=37
c0932: Timeslot=7, Room=51
c0936: Timeslot=24, Room=25
c1022: Timeslot=14, Room=A
c0955: Timeslot=8, Room=N
c0963: Timeslot=4, Room=L
c0975: Timeslot=4, Room=25
c0980: Timeslot=21, Room=36
c0983: Timeslot=17, Room=37
c0998: Timeslot=14, Room=L
c1041: Timeslot=3, Room=51
c1053: Timeslot=5, Room=38
c1062: Timeslot=18, Room=38
c1064: Timeslot=0, Room=L
c1065: Timeslot=4, Room=A
c1066: Timeslot=22, Room=DS2
c1069: Timeslot=7, Room=DS2
c1072: Timeslot=18, Room=D
c1074: Timeslot=18, Room=50
c1077: Timeslot=10, Room=G

Total Run Time: 0.844 seconds
