Running on: DataSet/Early/comp03.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
ChiGenAn: Timeslot=2, Room=DS1
GeoAn: Timeslot=17, Room=38
CamEleAn: Timeslot=16, Room=DS2
FonChiAn: Timeslot=22, Room=E
IngConAn: Timeslot=22, Room=B
StrIndAn: Timeslot=11, Room=F
TecCosAn: Timeslot=2, Room=B
Mat1Cn: Timeslot=15, Room=38
MecRazCn: Timeslot=6, Room=F
DisCn: Timeslot=17, Room=27
TecMatCn: Timeslot=23, Room=31
ArcTecCn: Timeslot=3, Room=37
DisEdiCn: Timeslot=14, Room=38
Idr2Cn: Timeslot=15, Room=A
Mat1En: Timeslot=1, Room=A
ChiStaEn: Timeslot=3, Room=38
ConAutEn: Timeslot=4, Room=L
RetLogEn: Timeslot=1, Room=L
TeoRetEn: Timeslot=16, Room=D
ComEleEn: Timeslot=8, Room=50
EleSis1En: Timeslot=10, Room=B
MetMatEn: Timeslot=10, Room=52
RetCal1G1n: Timeslot=9, Room=31
Mat1G2n: Timeslot=1, Room=38
ChiG2n: Timeslot=7, Room=36
DisComEsG2n: Timeslot=4, Room=F
FonMecG2n: Timeslot=3, Room=A
TerAppG2n: Timeslot=16, Room=E
CalProG2n: Timeslot=1, Room=F
Mat1Mn: Timeslot=21, Room=50
DisIndMn: Timeslot=14, Room=52
DisIndEsMn: Timeslot=21, Room=52
FluMn: Timeslot=15, Room=52
ComMecMn: Timeslot=20, Room=DS2
CosMacMn: Timeslot=21, Room=G
TecMec1Mn: Timeslot=16, Room=50
Mat1Ar: Timeslot=5, Room=36
FonInfAr: Timeslot=24, Room=F
LabEle1Ar: Timeslot=11, Room=36
LabEle2Ar: Timeslot=21, Room=B
LabEle3Ar: Timeslot=5, Room=E
GeoAppAns: Timeslot=2, Room=37
IdrNumAns: Timeslot=3, Room=DS1
MecSuoAns: Timeslot=4, Room=36
PriIngAns: Timeslot=6, Room=D
StaPenAns: Timeslot=24, Room=G
StaAns: Timeslot=6, Room=DS1
ArcTecCns: Timeslot=7, Room=38
EleTel1Ens: Timeslot=21, Room=F
SisTel1Ens: Timeslot=9, Room=37
AppIndGns: Timeslot=6, Room=DS2
RetCal2Gns: Timeslot=7, Room=37
TecCos1Cv: Timeslot=24, Room=A
StoArcCv: Timeslot=13, Room=27
TeoStr1Cv: Timeslot=9, Room=G
MecCom1Cv: Timeslot=4, Room=D
ArcComCv: Timeslot=19, Room=L
CalAut1Cv: Timeslot=17, Room=DS1
CosZonCv: Timeslot=23, Room=L
ImpTec1Cv: Timeslot=20, Room=A
IdrAppCv: Timeslot=0, Room=DS2
RivSpeCv: Timeslot=9, Room=50
CalEle1Ev: Timeslot=17, Room=50
CamEle1Ev: Timeslot=6, Room=50
EleIndEv: Timeslot=2, Room=D
GesAziGv: Timeslot=9, Room=38
ChiInd1Gv: Timeslot=6, Room=36
OrgPro1Gv: Timeslot=14, Room=B
Mac1Mv: Timeslot=21, Room=L
TerAppMv: Timeslot=6, Room=E
DisAssMv: Timeslot=20, Room=50
MecVibMn: Timeslot=16, Room=27

Total Run Time: 0.058 seconds
