Running on: DataSet/Scalability/comp16_2.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=5, Room=R19
c0001: Timeslot=9, Room=R16
c0002: Timeslot=13, Room=R3
c0003: Timeslot=17, Room=R4
c0004: Timeslot=23, Room=R3
c0005: Timeslot=15, Room=R22
c0006: Timeslot=19, Room=R10
c0007: Timeslot=7, Room=R11
c0008: Timeslot=18, Room=R34
c0009: Timeslot=10, Room=R6
c0010: Timeslot=10, Room=R16
c0011: Timeslot=15, Room=R11
c0012: Timeslot=12, Room=R34
c0013: Timeslot=21, Room=R32
c0014: Timeslot=18, Room=R9
c0015: Timeslot=8, Room=R17
c0016: Timeslot=8, Room=R5
c0017: Timeslot=5, Room=R24
c0018: Timeslot=21, Room=R8
c0019: Timeslot=1, Room=R8
c0020: Timeslot=13, Room=R20
c0021: Timeslot=15, Room=R30
c0022: Timeslot=6, Room=R38
c0023: Timeslot=22, Room=R13
c0024: Timeslot=16, Room=R32
c0025: Timeslot=17, Room=R30
c0026: Timeslot=3, Room=R5
c0027: Timeslot=2, Room=R16
c0028: Timeslot=9, Room=R8
c0029: Timeslot=16, Room=R26
c0030: Timeslot=2, Room=R6
c0031: Timeslot=2, Room=R38
c0032: Timeslot=10, Room=R11
c0033: Timeslot=2, Room=R18
c0034: Timeslot=22, Room=R17
c0035: Timeslot=9, Room=R28
c0036: Timeslot=10, Room=R36
c0037: Timeslot=10, Room=R3
c0038: Timeslot=6, Room=R6
c0039: Timeslot=16, Room=R2
c0040: Timeslot=5, Room=R23
c0041: Timeslot=13, Room=R24
c0042: Timeslot=20, Room=R0
c0043: Timeslot=8, Room=R27
c0044: Timeslot=11, Room=R29
c0045: Timeslot=17, Room=R1
c0046: Timeslot=14, Room=R14
c0047: Timeslot=22, Room=R37
c0048: Timeslot=2, Room=R4
c0049: Timeslot=11, Room=R13
c0050: Timeslot=23, Room=R5
c0051: Timeslot=20, Room=R3
c0052: Timeslot=10, Room=R35
c0053: Timeslot=5, Room=R13
c0054: Timeslot=23, Room=R21
c0055: Timeslot=11, Room=R26
c0056: Timeslot=23, Room=R29
c0057: Timeslot=20, Room=R38
c0058: Timeslot=10, Room=R28
c0059: Timeslot=0, Room=R38
c0060: Timeslot=11, Room=R38
c0061: Timeslot=0, Room=R39
c0062: Timeslot=22, Room=R1
c0063: Timeslot=11, Room=R37
c0064: Timeslot=13, Room=R4
c0065: Timeslot=18, Room=R31
c0066: Timeslot=6, Room=R12
c0067: Timeslot=21, Room=R3
c0068: Timeslot=19, Room=R26
c0069: Timeslot=23, Room=R31
c0070: Timeslot=11, Room=R9
c0071: Timeslot=24, Room=R24
c0072: Timeslot=23, Room=R8
c0073: Timeslot=19, Room=R20
c0074: Timeslot=22, Room=R5
c0075: Timeslot=21, Room=R13
c0076: Timeslot=18, Room=R21
c0077: Timeslot=19, Room=R29
c0078: Timeslot=0, Room=R12
c0079: Timeslot=23, Room=R26
c0080: Timeslot=10, Room=R32
c0081: Timeslot=22, Room=R29
c0082: Timeslot=8, Room=R28
c0083: Timeslot=15, Room=R0
c0084: Timeslot=20, Room=R35
c0085: Timeslot=17, Room=R10
c0086: Timeslot=12, Room=R23
c0087: Timeslot=24, Room=R6
c0088: Timeslot=4, Room=R6
c0089: Timeslot=23, Room=R1
c0090: Timeslot=22, Room=R3
c0091: Timeslot=18, Room=R23
c0092: Timeslot=7, Room=R28
c0093: Timeslot=6, Room=R1
c0094: Timeslot=6, Room=R23
c0095: Timeslot=23, Room=R10
c0096: Timeslot=3, Room=R28
c0097: Timeslot=11, Room=R25
c0098: Timeslot=15, Room=R27
c0099: Timeslot=0, Room=R13
c0100: Timeslot=2, Room=R23
c0101: Timeslot=8, Room=R3
c0102: Timeslot=7, Room=R20
c0103: Timeslot=13, Room=R10
c0104: Timeslot=22, Room=R18
c0105: Timeslot=15, Room=R13
c0106: Timeslot=8, Room=R20
c0107: Timeslot=18, Room=R25
c0108: Timeslot=7, Room=R16
c0109: Timeslot=20, Room=R36
c0110: Timeslot=24, Room=R4
c0111: Timeslot=24, Room=R15
c0112: Timeslot=10, Room=R12
c0113: Timeslot=9, Room=R15
c0114: Timeslot=24, Room=R13
c0115: Timeslot=7, Room=R29
c0116: Timeslot=24, Room=R2
c0117: Timeslot=9, Room=R36
c0118: Timeslot=13, Room=R14
c0119: Timeslot=12, Room=R18
c0120: Timeslot=20, Room=R34
c0121: Timeslot=1, Room=R35
c0122: Timeslot=6, Room=R32
c0123: Timeslot=14, Room=R38
c0124: Timeslot=0, Room=R35
c0125: Timeslot=18, Room=R18
c0126: Timeslot=3, Room=R11
c0127: Timeslot=10, Room=R23
c0128: Timeslot=14, Room=R29
c0129: Timeslot=16, Room=R15
c0130: Timeslot=1, Room=R7
c0131: Timeslot=8, Room=R33
c0132: Timeslot=0, Room=R1
c0133: Timeslot=24, Room=R1
c0134: Timeslot=13, Room=R7
c0135: Timeslot=2, Room=R39
c0136: Timeslot=24, Room=R18
c0137: Timeslot=6, Room=R10
c0138: Timeslot=7, Room=R17
c0139: Timeslot=5, Room=R0
c0140: Timeslot=22, Room=R25
c0141: Timeslot=24, Room=R8
c0142: Timeslot=6, Room=R13
c0143: Timeslot=5, Room=R35
c0144: Timeslot=12, Room=R5
c0145: Timeslot=9, Room=R27
c0146: Timeslot=9, Room=R24
c0147: Timeslot=0, Room=R33
c0148: Timeslot=5, Room=R6
c0149: Timeslot=16, Room=R0
c0150: Timeslot=4, Room=R15
c0151: Timeslot=0, Room=R11
c0152: Timeslot=23, Room=R30
c0153: Timeslot=8, Room=R18
c0154: Timeslot=16, Room=R11
c0155: Timeslot=4, Room=R26
c0156: Timeslot=5, Room=R9
c0157: Timeslot=1, Room=R9
c0158: Timeslot=21, Room=R30
c0159: Timeslot=22, Room=R28
c0160: Timeslot=21, Room=R37
c0161: Timeslot=18, Room=R37
c0162: Timeslot=20, Room=R33
c0163: Timeslot=21, Room=R17
c0164: Timeslot=6, Room=R18
c0165: Timeslot=20, Room=R22
c0166: Timeslot=19, Room=R13
c0167: Timeslot=5, Room=R17
c0168: Timeslot=12, Room=R22
c0169: Timeslot=1, Room=R33
c0170: Timeslot=21, Room=R26
c0171: Timeslot=9, Room=R19
c0172: Timeslot=17, Room=R18
c0173: Timeslot=16, Room=R13
c0174: Timeslot=5, Room=R3
c0175: Timeslot=7, Room=R7
c0176: Timeslot=4, Room=R34
c0177: Timeslot=20, Room=R2
c0178: Timeslot=22, Room=R4
c0179: Timeslot=13, Room=R38
c0180: Timeslot=18, Room=R26
c0181: Timeslot=2, Room=R30
c0182: Timeslot=0, Room=R25
c0183: Timeslot=16, Room=R27
c0184: Timeslot=6, Room=R30
c0185: Timeslot=18, Room=R2
c0186: Timeslot=14, Room=R21
c0187: Timeslot=0, Room=R17
c0188: Timeslot=16, Room=R38
c0189: Timeslot=16, Room=R3
c0190: Timeslot=18, Room=R38
c0191: Timeslot=4, Room=R10
c0192: Timeslot=1, Room=R15
c0193: Timeslot=2, Room=R25
c0194: Timeslot=10, Room=R5
c0195: Timeslot=4, Room=R28
c0196: Timeslot=6, Room=R7
c0197: Timeslot=22, Room=R35
c0198: Timeslot=4, Room=R2
c0199: Timeslot=5, Room=R25
c0200: Timeslot=23, Room=R35
c0201: Timeslot=12, Room=R8
c0202: Timeslot=3, Room=R19
c0203: Timeslot=10, Room=R0
c0204: Timeslot=4, Room=R24
c0205: Timeslot=11, Room=R30
c0206: Timeslot=12, Room=R19
c0207: Timeslot=7, Room=R14
c0208: Timeslot=2, Room=R32
c0209: Timeslot=1, Room=R10
c0210: Timeslot=5, Room=R33
c0211: Timeslot=16, Room=R31
c0212: Timeslot=21, Room=R14
c0213: Timeslot=11, Room=R20
c0214: Timeslot=14, Room=R34
c0215: Timeslot=20, Room=R31

Total Run Time: 0.170 seconds
