Running on: DataSet/Scalability/comp02_10.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=16, Room=R57
c0001: Timeslot=20, Room=R85
c0002: Timeslot=15, Room=R23
c0003: Timeslot=22, Room=R127
c0004: Timeslot=23, Room=R126
c0005: Timeslot=15, Room=R150
c0006: Timeslot=22, Room=R79
c0007: Timeslot=11, Room=R105
c0008: Timeslot=3, Room=R110
c0009: Timeslot=18, Room=R12
c0010: Timeslot=19, Room=R51
c0011: Timeslot=12, Room=R89
c0012: Timeslot=11, Room=R111
c0013: Timeslot=15, Room=R44
c0014: Timeslot=4, Room=R100
c0015: Timeslot=23, Room=R54
c0016: Timeslot=9, Room=R74
c0017: Timeslot=5, Room=R153
c0018: Timeslot=7, Room=R77
c0019: Timeslot=9, Room=R72
c0020: Timeslot=12, Room=R120
c0021: Timeslot=2, Room=R138
c0022: Timeslot=22, Room=R99
c0023: Timeslot=21, Room=R159
c0024: Timeslot=3, Room=R107
c0025: Timeslot=0, Room=R131
c0026: Timeslot=7, Room=R148
c0027: Timeslot=1, Room=R82
c0028: Timeslot=0, Room=R127
c0029: Timeslot=22, Room=R58
c0030: Timeslot=18, Room=R122
c0031: Timeslot=8, Room=R75
c0032: Timeslot=21, Room=R115
c0033: Timeslot=15, Room=R110
c0034: Timeslot=2, Room=R53
c0035: Timeslot=14, Room=R82
c0036: Timeslot=11, Room=R147
c0037: Timeslot=23, Room=R98
c0038: Timeslot=16, Room=R89
c0039: Timeslot=20, Room=R14
c0040: Timeslot=22, Room=R100
c0041: Timeslot=22, Room=R104
c0042: Timeslot=14, Room=R31
c0043: Timeslot=14, Room=R50
c0044: Timeslot=22, Room=R90
c0045: Timeslot=14, Room=R6
c0046: Timeslot=18, Room=R95
c0047: Timeslot=18, Room=R127
c0048: Timeslot=1, Room=R69
c0049: Timeslot=16, Room=R36
c0050: Timeslot=24, Room=R145
c0051: Timeslot=3, Room=R121
c0052: Timeslot=0, Room=R53
c0053: Timeslot=9, Room=R70
c0054: Timeslot=12, Room=R122
c0055: Timeslot=15, Room=R97
c0056: Timeslot=11, Room=R106
c0057: Timeslot=1, Room=R21
c0058: Timeslot=6, Room=R47
c0059: Timeslot=17, Room=R83
c0060: Timeslot=13, Room=R23
c0061: Timeslot=22, Room=R141
c0062: Timeslot=9, Room=R62
c0063: Timeslot=2, Room=R66
c0064: Timeslot=15, Room=R118
c0065: Timeslot=23, Room=R37
c0066: Timeslot=3, Room=R76
c0067: Timeslot=11, Room=R124
c0068: Timeslot=23, Room=R74
c0069: Timeslot=11, Room=R5
c0070: Timeslot=9, Room=R78
c0071: Timeslot=23, Room=R4
c0072: Timeslot=2, Room=R37
c0073: Timeslot=6, Room=R37
c0074: Timeslot=0, Room=R86
c0075: Timeslot=3, Room=R0
c0076: Timeslot=23, Room=R86
c0077: Timeslot=8, Room=R25
c0078: Timeslot=22, Room=R9
c0079: Timeslot=17, Room=R10
c0080: Timeslot=1, Room=R107
c0081: Timeslot=12, Room=R75
c0082: Timeslot=10, Room=R63
c0083: Timeslot=4, Room=R133
c0084: Timeslot=11, Room=R104
