Running on: DataSet/Scalability/comp02_8.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=3, Room=R8
c0001: Timeslot=16, Room=R38
c0002: Timeslot=14, Room=R60
c0003: Timeslot=0, Room=R38
c0004: Timeslot=5, Room=R119
c0005: Timeslot=3, Room=R13
c0006: Timeslot=18, Room=R37
c0007: Timeslot=8, Room=R20
c0008: Timeslot=23, Room=R45
c0009: Timeslot=19, Room=R16
c0010: Timeslot=1, Room=R86
c0011: Timeslot=21, Room=R15
c0012: Timeslot=19, Room=R97
c0013: Timeslot=6, Room=R98
c0014: Timeslot=13, Room=R31
c0015: Timeslot=13, Room=R93
c0016: Timeslot=14, Room=R115
c0017: Timeslot=4, Room=R46
c0018: Timeslot=21, Room=R111
c0019: Timeslot=22, Room=R35
c0020: Timeslot=13, Room=R60
c0021: Timeslot=13, Room=R48
c0022: Timeslot=5, Room=R117
c0023: Timeslot=13, Room=R1
c0024: Timeslot=20, Room=R30
c0025: Timeslot=17, Room=R21
c0026: Timeslot=23, Room=R98
c0027: Timeslot=11, Room=R51
c0028: Timeslot=2, Room=R126
c0029: Timeslot=0, Room=R49
c0030: Timeslot=19, Room=R78
c0031: Timeslot=13, Room=R84
c0032: Timeslot=4, Room=R75
c0033: Timeslot=7, Room=R12
c0034: Timeslot=15, Room=R45
c0035: Timeslot=12, Room=R80
c0036: Timeslot=24, Room=R35
c0037: Timeslot=1, Room=R43
c0038: Timeslot=23, Room=R71
c0039: Timeslot=8, Room=R52
c0040: Timeslot=5, Room=R115
c0041: Timeslot=9, Room=R1
c0042: Timeslot=10, Room=R28
c0043: Timeslot=18, Room=R125
c0044: Timeslot=18, Room=R29
c0045: Timeslot=16, Room=R26
c0046: Timeslot=18, Room=R90
c0047: Timeslot=7, Room=R49
c0048: Timeslot=15, Room=R4
c0049: Timeslot=12, Room=R57
c0050: Timeslot=21, Room=R36
c0051: Timeslot=11, Room=R4
c0052: Timeslot=15, Room=R13
c0053: Timeslot=20, Room=R61
c0054: Timeslot=9, Room=R81
c0055: Timeslot=6, Room=R124
c0056: Timeslot=5, Room=R123
c0057: Timeslot=18, Room=R15
c0058: Timeslot=23, Room=R11
c0059: Timeslot=9, Room=R111
c0060: Timeslot=14, Room=R111
c0061: Timeslot=14, Room=R7
c0062: Timeslot=16, Room=R25
