Running on: DataSet/Scalability/comp09_2.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=13, Room=R25
c0001: Timeslot=20, Room=R32
c0002: Timeslot=7, Room=R3
c0003: Timeslot=19, Room=R5
c0004: Timeslot=18, Room=R28
c0005: Timeslot=0, Room=R12
c0006: Timeslot=4, Room=R24
c0007: Timeslot=22, Room=R10
c0008: Timeslot=13, Room=R14
c0009: Timeslot=21, Room=R24
c0010: Timeslot=4, Room=R35
c0011: Timeslot=5, Room=R20
c0012: Timeslot=7, Room=R9
c0013: Timeslot=7, Room=R34
c0014: Timeslot=24, Room=R17
c0015: Timeslot=17, Room=R25
c0016: Timeslot=20, Room=R1
c0017: Timeslot=17, Room=R0
c0018: Timeslot=9, Room=R16
c0019: Timeslot=7, Room=R7
c0020: Timeslot=21, Room=R29
c0021: Timeslot=16, Room=R20
c0022: Timeslot=18, Room=R16
c0023: Timeslot=7, Room=R0
c0024: Timeslot=13, Room=R2
c0025: Timeslot=9, Room=R33
c0026: Timeslot=1, Room=R34
c0027: Timeslot=14, Room=R2
c0028: Timeslot=6, Room=R16
c0029: Timeslot=2, Room=R2
c0030: Timeslot=2, Room=R1
c0031: Timeslot=2, Room=R14
c0032: Timeslot=21, Room=R27
c0033: Timeslot=11, Room=R5
c0034: Timeslot=2, Room=R8
c0035: Timeslot=10, Room=R11
c0036: Timeslot=7, Room=R28
c0037: Timeslot=18, Room=R26
c0038: Timeslot=15, Room=R10
c0039: Timeslot=11, Room=R2
c0040: Timeslot=22, Room=R14
c0041: Timeslot=1, Room=R2
c0042: Timeslot=12, Room=R32
c0043: Timeslot=19, Room=R32
c0044: Timeslot=19, Room=R11
c0045: Timeslot=0, Room=R32
c0046: Timeslot=8, Room=R28
c0047: Timeslot=0, Room=R33
c0048: Timeslot=23, Room=R28
c0049: Timeslot=3, Room=R31
c0050: Timeslot=4, Room=R7
c0051: Timeslot=9, Room=R12
c0052: Timeslot=13, Room=R18
c0053: Timeslot=3, Room=R29
c0054: Timeslot=7, Room=R24
c0055: Timeslot=9, Room=R32
c0056: Timeslot=14, Room=R9
c0057: Timeslot=22, Room=R24
c0058: Timeslot=0, Room=R17
c0059: Timeslot=22, Room=R25
c0060: Timeslot=23, Room=R10
c0061: Timeslot=23, Room=R7
c0062: Timeslot=14, Room=R10
c0063: Timeslot=2, Room=R22
c0064: Timeslot=1, Room=R19
c0065: Timeslot=4, Room=R19
c0066: Timeslot=7, Room=R35
c0067: Timeslot=11, Room=R32
c0068: Timeslot=0, Room=R35
c0069: Timeslot=10, Room=R13
c0070: Timeslot=23, Room=R20
c0071: Timeslot=1, Room=R21
c0072: Timeslot=19, Room=R28
c0073: Timeslot=20, Room=R26
c0074: Timeslot=17, Room=R17
c0075: Timeslot=20, Room=R3
c0076: Timeslot=16, Room=R31
c0077: Timeslot=13, Room=R6
c0078: Timeslot=15, Room=R31
c0079: Timeslot=2, Room=R20
c0080: Timeslot=22, Room=R5
c0081: Timeslot=16, Room=R1
c0082: Timeslot=3, Room=R5
c0083: Timeslot=9, Room=R30
c0084: Timeslot=23, Room=R13
c0085: Timeslot=1, Room=R24
c0086: Timeslot=21, Room=R14
c0087: Timeslot=15, Room=R14
c0088: Timeslot=8, Room=R7
c0089: Timeslot=10, Room=R23
c0090: Timeslot=5, Room=R31
c0091: Timeslot=16, Room=R27
c0092: Timeslot=13, Room=R21
c0093: Timeslot=17, Room=R12
c0094: Timeslot=3, Room=R16
c0095: Timeslot=10, Room=R6
c0096: Timeslot=7, Room=R1
c0097: Timeslot=5, Room=R19
c0098: Timeslot=23, Room=R22
c0099: Timeslot=2, Room=R26
c0100: Timeslot=8, Room=R16
c0101: Timeslot=8, Room=R29
c0102: Timeslot=6, Room=R6
c0103: Timeslot=19, Room=R2
c0104: Timeslot=14, Room=R22
