Running on: DataSet/Scalability/comp16_2.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=15, Room=R34
c0001: Timeslot=13, Room=R38
c0002: Timeslot=9, Room=R18
c0003: Timeslot=6, Room=R3
c0004: Timeslot=11, Room=R35
c0005: Timeslot=18, Room=R38
c0006: Timeslot=21, Room=R0
c0007: Timeslot=6, Room=R26
c0008: Timeslot=5, Room=R2
c0009: Timeslot=13, Room=R23
c0010: Timeslot=19, Room=R19
c0011: Timeslot=18, Room=R25
c0012: Timeslot=8, Room=R9
c0013: Timeslot=10, Room=R11
c0014: Timeslot=18, Room=R7
c0015: Timeslot=5, Room=R10
c0016: Timeslot=11, Room=R34
c0017: Timeslot=23, Room=R5
c0018: Timeslot=19, Room=R5
c0019: Timeslot=10, Room=R9
c0020: Timeslot=22, Room=R14
c0021: Timeslot=16, Room=R8
c0022: Timeslot=21, Room=R17
c0023: Timeslot=5, Room=R33
c0024: Timeslot=4, Room=R21
c0025: Timeslot=22, Room=R36
c0026: Timeslot=14, Room=R19
c0027: Timeslot=9, Room=R21
c0028: Timeslot=6, Room=R7
c0029: Timeslot=7, Room=R8
c0030: Timeslot=16, Room=R2
c0031: Timeslot=0, Room=R10
c0032: Timeslot=0, Room=R13
c0033: Timeslot=20, Room=R31
c0034: Timeslot=24, Room=R17
c0035: Timeslot=17, Room=R11
c0036: Timeslot=9, Room=R33
c0037: Timeslot=3, Room=R13
c0038: Timeslot=11, Room=R6
c0039: Timeslot=15, Room=R6
c0040: Timeslot=22, Room=R5
c0041: Timeslot=23, Room=R28
c0042: Timeslot=5, Room=R38
c0043: Timeslot=10, Room=R7
c0044: Timeslot=22, Room=R34
c0045: Timeslot=2, Room=R27
c0046: Timeslot=11, Room=R33
c0047: Timeslot=20, Room=R39
c0048: Timeslot=12, Room=R36
c0049: Timeslot=12, Room=R26
c0050: Timeslot=20, Room=R36
c0051: Timeslot=20, Room=R12
c0052: Timeslot=7, Room=R5
c0053: Timeslot=12, Room=R14
c0054: Timeslot=16, Room=R24
c0055: Timeslot=24, Room=R26
c0056: Timeslot=21, Room=R22
c0057: Timeslot=23, Room=R16
c0058: Timeslot=18, Room=R26
c0059: Timeslot=10, Room=R6
c0060: Timeslot=16, Room=R17
c0061: Timeslot=3, Room=R4
c0062: Timeslot=4, Room=R30
c0063: Timeslot=22, Room=R30
c0064: Timeslot=1, Room=R1
c0065: Timeslot=1, Room=R2
c0066: Timeslot=5, Room=R23
c0067: Timeslot=11, Room=R15
c0068: Timeslot=13, Room=R22
c0069: Timeslot=15, Room=R10
c0070: Timeslot=0, Room=R31
c0071: Timeslot=17, Room=R34
c0072: Timeslot=6, Room=R21
c0073: Timeslot=19, Room=R29
c0074: Timeslot=19, Room=R35
c0075: Timeslot=6, Room=R37
c0076: Timeslot=13, Room=R1
c0077: Timeslot=8, Room=R30
c0078: Timeslot=11, Room=R4
c0079: Timeslot=22, Room=R31
c0080: Timeslot=18, Room=R20
c0081: Timeslot=8, Room=R37
c0082: Timeslot=17, Room=R20
c0083: Timeslot=4, Room=R39
c0084: Timeslot=12, Room=R11
c0085: Timeslot=12, Room=R23
c0086: Timeslot=23, Room=R8
c0087: Timeslot=1, Room=R12
c0088: Timeslot=11, Room=R19
c0089: Timeslot=17, Room=R10
c0090: Timeslot=13, Room=R32
c0091: Timeslot=20, Room=R25
c0092: Timeslot=0, Room=R21
c0093: Timeslot=15, Room=R39
c0094: Timeslot=10, Room=R5
c0095: Timeslot=1, Room=R27
c0096: Timeslot=15, Room=R8
c0097: Timeslot=22, Room=R35
c0098: Timeslot=13, Room=R13
c0099: Timeslot=0, Room=R30
c0100: Timeslot=5, Room=R31
c0101: Timeslot=17, Room=R16
c0102: Timeslot=6, Room=R17
c0103: Timeslot=20, Room=R29
c0104: Timeslot=23, Room=R1
c0105: Timeslot=11, Room=R10
c0106: Timeslot=1, Room=R39
c0107: Timeslot=16, Room=R3
c0108: Timeslot=17, Room=R26
c0109: Timeslot=6, Room=R8
c0110: Timeslot=24, Room=R27
c0111: Timeslot=6, Room=R31
c0112: Timeslot=14, Room=R28
c0113: Timeslot=18, Room=R33
c0114: Timeslot=4, Room=R38
c0115: Timeslot=23, Room=R14
c0116: Timeslot=1, Room=R21
c0117: Timeslot=10, Room=R28
c0118: Timeslot=0, Room=R26
c0119: Timeslot=18, Room=R18
c0120: Timeslot=1, Room=R38
c0121: Timeslot=24, Room=R38
c0122: Timeslot=1, Room=R8
c0123: Timeslot=1, Room=R35
c0124: Timeslot=2, Room=R31
c0125: Timeslot=18, Room=R10
c0126: Timeslot=1, Room=R9
c0127: Timeslot=21, Room=R18
c0128: Timeslot=11, Room=R5
c0129: Timeslot=7, Room=R2
c0130: Timeslot=18, Room=R16
c0131: Timeslot=23, Room=R22
c0132: Timeslot=20, Room=R23
c0133: Timeslot=9, Room=R27
c0134: Timeslot=6, Room=R2
c0135: Timeslot=7, Room=R31
c0136: Timeslot=15, Room=R2
c0137: Timeslot=24, Room=R3
c0138: Timeslot=14, Room=R14
c0139: Timeslot=2, Room=R19
c0140: Timeslot=17, Room=R29
c0141: Timeslot=6, Room=R29
c0142: Timeslot=5, Room=R29
c0143: Timeslot=2, Room=R12
c0144: Timeslot=22, Room=R2
c0145: Timeslot=21, Room=R6
c0146: Timeslot=18, Room=R13
c0147: Timeslot=2, Room=R20
c0148: Timeslot=20, Room=R22
c0149: Timeslot=10, Room=R2
c0150: Timeslot=19, Room=R34
c0151: Timeslot=19, Room=R8
c0152: Timeslot=11, Room=R8
c0153: Timeslot=18, Room=R19
c0154: Timeslot=3, Room=R11
c0155: Timeslot=18, Room=R31
c0156: Timeslot=24, Room=R15
c0157: Timeslot=13, Room=R17
c0158: Timeslot=23, Room=R18
c0159: Timeslot=17, Room=R8
c0160: Timeslot=23, Room=R31
c0161: Timeslot=9, Room=R2
