Running on: DataSet/Scalability/comp09_5.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c0000: Timeslot=2, Room=R72
c0001: Timeslot=3, Room=R83
c0002: Timeslot=2, Room=R27
c0003: Timeslot=6, Room=R50
c0004: Timeslot=22, Room=R86
c0005: Timeslot=4, Room=R27
c0006: Timeslot=14, Room=R63
c0007: Timeslot=17, Room=R36
c0008: Timeslot=8, Room=R70
c0009: Timeslot=6, Room=R7
c0010: Timeslot=11, Room=R60
c0011: Timeslot=19, Room=R79
c0012: Timeslot=8, Room=R69
c0013: Timeslot=16, Room=R86
c0014: Timeslot=11, Room=R5
c0015: Timeslot=15, Room=R79
c0016: Timeslot=12, Room=R61
c0017: Timeslot=1, Room=R5
c0018: Timeslot=17, Room=R23
c0019: Timeslot=16, Room=R60
c0020: Timeslot=1, Room=R38
c0021: Timeslot=15, Room=R80
c0022: Timeslot=3, Room=R44
c0023: Timeslot=21, Room=R55
c0024: Timeslot=21, Room=R73
c0025: Timeslot=3, Room=R86
c0026: Timeslot=6, Room=R29
c0027: Timeslot=14, Room=R56
c0028: Timeslot=19, Room=R78
c0029: Timeslot=2, Room=R59
c0030: Timeslot=23, Room=R64
c0031: Timeslot=22, Room=R48
c0032: Timeslot=7, Room=R66
c0033: Timeslot=14, Room=R73
c0034: Timeslot=18, Room=R0
c0035: Timeslot=17, Room=R55
c0036: Timeslot=22, Room=R17
c0037: Timeslot=17, Room=R34
c0038: Timeslot=20, Room=R4
c0039: Timeslot=5, Room=R61
c0040: Timeslot=12, Room=R7
c0041: Timeslot=6, Room=R49
c0042: Timeslot=23, Room=R87
c0043: Timeslot=22, Room=R26
c0044: Timeslot=11, Room=R21
c0045: Timeslot=21, Room=R49
c0046: Timeslot=7, Room=R89
c0047: Timeslot=3, Room=R63
c0048: Timeslot=13, Room=R89
c0049: Timeslot=4, Room=R36
c0050: Timeslot=24, Room=R53
c0051: Timeslot=7, Room=R25
c0052: Timeslot=10, Room=R33
c0053: Timeslot=7, Room=R40
c0054: Timeslot=8, Room=R0
c0055: Timeslot=9, Room=R32
c0056: Timeslot=5, Room=R60
c0057: Timeslot=8, Room=R78
c0058: Timeslot=9, Room=R50
c0059: Timeslot=23, Room=R40
c0060: Timeslot=5, Room=R72
c0061: Timeslot=1, Room=R55
c0062: Timeslot=23, Room=R65
c0063: Timeslot=17, Room=R88
c0064: Timeslot=20, Room=R28
c0065: Timeslot=12, Room=R38
c0066: Timeslot=4, Room=R24
c0067: Timeslot=24, Room=R42
c0068: Timeslot=24, Room=R78
c0069: Timeslot=16, Room=R71
c0070: Timeslot=7, Room=R55
c0071: Timeslot=22, Room=R13
c0072: Timeslot=12, Room=R20
c0073: Timeslot=8, Room=R47
c0074: Timeslot=6, Room=R61
c0075: Timeslot=12, Room=R23
c0076: Timeslot=11, Room=R59
c0077: Timeslot=10, Room=R65
c0078: Timeslot=18, Room=R12
c0079: Timeslot=11, Room=R20
c0080: Timeslot=4, Room=R8
c0081: Timeslot=20, Room=R72
c0082: Timeslot=22, Room=R14
c0083: Timeslot=4, Room=R80
c0084: Timeslot=24, Room=R83
c0085: Timeslot=17, Room=R22
c0086: Timeslot=16, Room=R3
c0087: Timeslot=19, Room=R19
c0088: Timeslot=11, Room=R28
c0089: Timeslot=5, Room=R19
c0090: Timeslot=8, Room=R10
c0091: Timeslot=17, Room=R47
c0092: Timeslot=14, Room=R36
c0093: Timeslot=22, Room=R63
c0094: Timeslot=6, Room=R23
c0095: Timeslot=19, Room=R45
c0096: Timeslot=20, Room=R75
c0097: Timeslot=23, Room=R2
c0098: Timeslot=2, Room=R33
c0099: Timeslot=12, Room=R39
c0100: Timeslot=0, Room=R49
c0101: Timeslot=9, Room=R53
c0102: Timeslot=19, Room=R75
c0103: Timeslot=17, Room=R33
c0104: Timeslot=8, Room=R23
c0105: Timeslot=8, Room=R8
c0106: Timeslot=10, Room=R13
c0107: Timeslot=22, Room=R6
c0108: Timeslot=4, Room=R73
c0109: Timeslot=4, Room=R18
c0110: Timeslot=19, Room=R81
c0111: Timeslot=24, Room=R14
c0112: Timeslot=11, Room=R16
c0113: Timeslot=2, Room=R88
c0114: Timeslot=9, Room=R47
c0115: Timeslot=23, Room=R63
