Running on: DataSet/Late/comp10.ctt

Final Best Fitness: 0
Best Solution (timeslot, room) per course:
c1001: Timeslot=5, Room=52
c1022: Timeslot=11, Room=L
c0103: Timeslot=13, Room=DS1
c1053: Timeslot=10, Room=31
c0106: Timeslot=14, Room=51
c0108: Timeslot=18, Room=N
c0110: Timeslot=22, Room=52
c0113: Timeslot=12, Room=51
c0115: Timeslot=2, Room=DS2
c0118: Timeslot=6, Room=50
c0119: Timeslot=16, Room=52
c0127: Timeslot=15, Room=DS2
c0129: Timeslot=8, Room=36
c0131: Timeslot=17, Room=27
c0132: Timeslot=2, Room=38
c0133: Timeslot=5, Room=31
c015a: Timeslot=4, Room=27
c0152: Timeslot=6, Room=L
c0153: Timeslot=2, Room=25
c0019: Timeslot=15, Room=27
c0191: Timeslot=12, Room=DS1
c0193: Timeslot=7, Room=B
c0195: Timeslot=1, Room=G
c0020: Timeslot=17, Room=N
c0201: Timeslot=4, Room=F
c0203: Timeslot=11, Room=37
c0206: Timeslot=1, Room=A
c0211: Timeslot=18, Room=38
c0213: Timeslot=11, Room=36
c0217: Timeslot=21, Room=37
c0219: Timeslot=9, Room=27
c0221: Timeslot=14, Room=52
c0225: Timeslot=20, Room=N
c0023: Timeslot=5, Room=A
c0230: Timeslot=16, Room=38
c0232: Timeslot=3, Room=D
c0238: Timeslot=16, Room=25
c0024: Timeslot=17, Room=G
c0252: Timeslot=9, Room=38
c0253: Timeslot=21, Room=L
c0257: Timeslot=15, Room=D
c0279: Timeslot=22, Room=D
c0411: Timeslot=13, Room=A
c0412: Timeslot=13, Room=37
c0418: Timeslot=20, Room=38
c0423: Timeslot=0, Room=N
c0428: Timeslot=1, Room=25
c0430: Timeslot=15, Room=52
c0432: Timeslot=12, Room=DS2
c0044: Timeslot=3, Room=25
c0443: Timeslot=12, Room=31
c0444: Timeslot=17, Room=38
c0449: Timeslot=9, Room=37
c0455: Timeslot=0, Room=27
c0464: Timeslot=23, Room=L
c0467: Timeslot=14, Room=25
c0047: Timeslot=18, Room=52
c0478: Timeslot=24, Room=F
c0479: Timeslot=21, Room=31
c0487: Timeslot=24, Room=50
c0049: Timeslot=17, Room=25
c0497: Timeslot=6, Room=G
c0503: Timeslot=11, Room=52
c0504: Timeslot=5, Room=25
c0512: Timeslot=15, Room=F
c0515: Timeslot=1, Room=D
c0520: Timeslot=7, Room=38
c0526: Timeslot=21, Room=A
c0530: Timeslot=6, Room=27
c0532: Timeslot=21, Room=36
c0534: Timeslot=7, Room=50
c0535: Timeslot=6, Room=25
c0537: Timeslot=23, Room=51
c0538: Timeslot=24, Room=52
c0539: Timeslot=2, Room=G
c0554: Timeslot=18, Room=27
c0056: Timeslot=17, Room=F
c0058: Timeslot=22, Room=25
c0602: Timeslot=8, Room=A
c0061: Timeslot=16, Room=N
c0062: Timeslot=23, Room=B
c0069: Timeslot=15, Room=31
c0007: Timeslot=19, Room=D
c0072: Timeslot=13, Room=31
c0723: Timeslot=10, Room=27
c0730: Timeslot=8, Room=37
c0737: Timeslot=19, Room=25
c0074: Timeslot=6, Room=N
c0742: Timeslot=17, Room=36
c0746: Timeslot=0, Room=25
c0076: Timeslot=23, Room=G
c0785: Timeslot=23, Room=F
c0789: Timeslot=11, Room=A
c0794: Timeslot=22, Room=31
c0795: Timeslot=21, Room=F
c0804: Timeslot=11, Room=31
c0807: Timeslot=1, Room=51
c0808: Timeslot=5, Room=DS2
c0812: Timeslot=18, Room=37
c0822: Timeslot=7, Room=A
c0835: Timeslot=0, Room=50
c088a: Timeslot=14, Room=31
c088b: Timeslot=4, Room=B
c0897: Timeslot=15, Room=38
c0009: Timeslot=22, Room=DS2
c0932: Timeslot=9, Room=L
c0936: Timeslot=22, Room=36
c0095: Timeslot=10, Room=F
c0955: Timeslot=23, Room=52
c0963: Timeslot=16, Room=51
c0883: Timeslot=14, Room=DS2
c0975: Timeslot=6, Room=38
c0980: Timeslot=14, Room=L
c0983: Timeslot=6, Room=52
c0998: Timeslot=5, Room=50

Total Run Time: 1.589 seconds
